PersonID1,PersonID2,CompanyID,Category,Debt,CriminalRecord,Relation,RelationInt,Color,Size
EMP002228,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002202,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002202,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000068,EMP002248,COMP000068,Company,0.0,False,Company,3,3,4
EMP002248,COMP000068,COMP000068,Employee,0.0,False,Company,3,0,1
COMP000068,EMP002284,COMP000068,Company,0.0,False,Company,3,3,4
EMP002284,COMP000068,COMP000068,Employee,0.0,False,Company,3,0,1
COMP000068,EMP002250,COMP000068,Company,0.0,False,Company,3,3,4
EMP002250,COMP000068,COMP000068,Employee,0.0,False,Company,3,0,1
COMP000070,EMP002308,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002308,COMP000070,COMP000070,Employee,498720.34,True,Company,3,2,1
COMP000070,EMP002315,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002315,COMP000070,COMP000070,Employee,220281.42,False,Company,3,1,1
COMP000070,EMP002294,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002294,COMP000070,COMP000070,Employee,492733.65,True,Company,3,2,1
COMP000070,EMP002291,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002291,COMP000070,COMP000070,Employee,289481.74,False,Company,3,1,1
COMP000070,EMP002312,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002312,COMP000070,COMP000070,Employee,200068.11,False,Company,3,1,1
COMP000070,EMP002290,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002290,COMP000070,COMP000070,Owner,624395.89,False,Company,3,1,3
COMP000070,EMP002306,COMP000070,Company,2751315.4499999997,False,Company,3,3,4
EMP002306,COMP000070,COMP000070,Employee,425634.3,False,Company,3,1,1
