InvoiceID,CompanyID,Period,ServiceType,TotalHours,TotalAmount,TotalAmountVAT,InvoiceDate,ProcurementID
B2G00001553,COMP000142,2024-02-01,Cleaning,4565.99,2378878.54,0.0,2024-03-07,PROC000142
B2G00001554,COMP000142,2024-03-01,Cleaning,4562.65,2377145.6,0.0,2024-04-07,PROC000142
B2G00001555,COMP000142,2024-04-01,Cleaning,4565.37,2378562.55,0.0,2024-05-07,PROC000142
B2G00001556,COMP000142,2024-05-01,Cleaning,4562.91,2377270.38,0.0,2024-06-07,PROC000142
B2G00001557,COMP000142,2024-06-01,Cleaning,4567.48,2379656.3,0.0,2024-07-07,PROC000142
B2G00001558,COMP000142,2024-07-01,Cleaning,4569.05,2380479.99,0.0,2024-08-07,PROC000142
B2G00001559,COMP000142,2024-08-01,Cleaning,4565.03,2378379.98,0.0,2024-09-07,PROC000142
B2G00001560,COMP000142,2024-09-01,Cleaning,4565.41,2378580.23,0.0,2024-10-07,PROC000142
B2G00001561,COMP000142,2024-10-01,Cleaning,4564.09,2377890.95,0.0,2024-11-07,PROC000142
B2G00001562,COMP000142,2024-11-01,Cleaning,4567.38,2379613.99,0.0,2024-12-07,PROC000142
B2G00001563,COMP000143,2024-01-01,Cleaning,2015.2,1049916.85,0.0,2024-02-07,PROC000143
B2G00001564,COMP000143,2024-02-01,Cleaning,2010.63,1047536.69,0.0,2024-03-07,PROC000143
B2G00001565,COMP000143,2024-03-01,Cleaning,2010.73,1047591.17,0.0,2024-04-07,PROC000143
B2G00001566,COMP000143,2024-04-01,Cleaning,2014.84,1049729.99,0.0,2024-05-07,PROC000143
B2G00001567,COMP000143,2024-05-01,Cleaning,2009.16,1046770.12,0.0,2024-06-07,PROC000143
B2G00001568,COMP000143,2024-06-01,Cleaning,2010.93,1047694.43,0.0,2024-07-07,PROC000143
B2G00001569,COMP000143,2024-07-01,Cleaning,2007.17,1045737.91,0.0,2024-08-07,PROC000143
B2G00001570,COMP000143,2024-08-01,Cleaning,2012.18,1048343.7,0.0,2024-09-07,PROC000143
B2G00001571,COMP000143,2024-09-01,Cleaning,2011.23,1047847.92,0.0,2024-10-07,PROC000143
B2G00001572,COMP000143,2024-10-01,Cleaning,2009.86,1047139.06,0.0,2024-11-07,PROC000143
B2G00001573,COMP000143,2024-11-01,Cleaning,2009.53,1046964.81,0.0,2024-12-07,PROC000143
B2G00001574,COMP000144,2024-01-01,Cleaning,2283.44,1189674.47,0.0,2024-02-07,PROC000144
B2G00001575,COMP000144,2024-02-01,Cleaning,2286.19,1191103.52,0.0,2024-03-07,PROC000144
B2G00001576,COMP000144,2024-03-01,Cleaning,2287.51,1191797.13,0.0,2024-04-07,PROC000144
B2G00001577,COMP000144,2024-04-01,Cleaning,2284.33,1190134.08,0.0,2024-05-07,PROC000144
B2G00001578,COMP000144,2024-05-01,Cleaning,2284.33,1190137.02,0.0,2024-06-07,PROC000144
B2G00001579,COMP000144,2024-06-01,Cleaning,2284.46,1190202.05,0.0,2024-07-07,PROC000144
B2G00001580,COMP000144,2024-07-01,Cleaning,2286.21,1191113.52,0.0,2024-08-07,PROC000144
B2G00001581,COMP000144,2024-08-01,Cleaning,2288.77,1192450.56,0.0,2024-09-07,PROC000144
B2G00001582,COMP000144,2024-09-01,Cleaning,2285.03,1190503.76,0.0,2024-10-07,PROC000144
B2G00001583,COMP000144,2024-10-01,Cleaning,2280.12,1187944.71,0.0,2024-11-07,PROC000144
B2G00001584,COMP000144,2024-11-01,Cleaning,2286.83,1191440.2,0.0,2024-12-07,PROC000144
B2G00001585,COMP000145,2024-01-01,Cleaning,665.62,346788.77,0.0,2024-02-07,PROC000145
B2G00001586,COMP000145,2024-02-01,Cleaning,664.14,346015.36,0.0,2024-03-07,PROC000145
B2G00001587,COMP000145,2024-03-01,Cleaning,667.09,347554.15,0.0,2024-04-07,PROC000145
B2G00001588,COMP000145,2024-04-01,Cleaning,663.8,345838.67,0.0,2024-05-07,PROC000145
B2G00001589,COMP000145,2024-05-01,Cleaning,662.62,345222.01,0.0,2024-06-07,PROC000145
B2G00001590,COMP000145,2024-06-01,Cleaning,663.95,345918.94,0.0,2024-07-07,PROC000145
B2G00001591,COMP000145,2024-07-01,Cleaning,664.24,346066.31,0.0,2024-08-07,PROC000145
B2G00001592,COMP000145,2024-08-01,Cleaning,664.7,346308.18,0.0,2024-09-07,PROC000145
B2G00001593,COMP000145,2024-09-01,Cleaning,662.86,345349.28,0.0,2024-10-07,PROC000145
B2G00001594,COMP000145,2024-10-01,Cleaning,662.21,345012.73,0.0,2024-11-07,PROC000145
B2G00001595,COMP000145,2024-11-01,Cleaning,665.28,346609.5,0.0,2024-12-07,PROC000145
B2G00001596,COMP000146,2024-01-01,Cleaning,800.45,417036.01,0.0,2024-02-07,PROC000146
B2G00001597,COMP000146,2024-02-01,Cleaning,802.23,417964.59,0.0,2024-03-07,PROC000146
B2G00001598,COMP000146,2024-03-01,Cleaning,798.07,415794.1,0.0,2024-04-07,PROC000146
B2G00001599,COMP000146,2024-04-01,Cleaning,804.86,419332.11,0.0,2024-05-07,PROC000146
B2G00001600,COMP000146,2024-05-01,Cleaning,802.99,418356.68,0.0,2024-06-07,PROC000146
B2G00001601,COMP000146,2024-06-01,Cleaning,803.18,418454.97,0.0,2024-07-07,PROC000146
B2G00001602,COMP000146,2024-07-01,Cleaning,798.69,416114.53,0.0,2024-08-07,PROC000146
B2G00001603,COMP000146,2024-08-01,Cleaning,801.64,417654.91,0.0,2024-09-07,PROC000146
B2G00001604,COMP000146,2024-09-01,Cleaning,799.7,416643.12,0.0,2024-10-07,PROC000146
B2G00001605,COMP000146,2024-10-01,Cleaning,801.23,417441.65,0.0,2024-11-07,PROC000146
B2G00001606,COMP000146,2024-11-01,Cleaning,801.54,417600.76,0.0,2024-12-07,PROC000146
B2G00001607,COMP000147,2024-01-01,Cleaning,531.08,276696.11,0.0,2024-02-07,PROC000147
B2G00001608,COMP000147,2024-02-01,Cleaning,529.9,276078.33,0.0,2024-03-07,PROC000147
B2G00001609,COMP000147,2024-03-01,Cleaning,531.04,276668.93,0.0,2024-04-07,PROC000147
B2G00001610,COMP000147,2024-04-01,Cleaning,530.53,276406.62,0.0,2024-05-07,PROC000147
B2G00001611,COMP000147,2024-05-01,Cleaning,530.53,276408.12,0.0,2024-06-07,PROC000147
B2G00001612,COMP000147,2024-06-01,Cleaning,530.07,276164.07,0.0,2024-07-07,PROC000147
B2G00001613,COMP000147,2024-07-01,Cleaning,531.19,276752.04,0.0,2024-08-07,PROC000147
B2G00001614,COMP000147,2024-08-01,Cleaning,530.25,276261.67,0.0,2024-09-07,PROC000147
B2G00001615,COMP000147,2024-09-01,Cleaning,531.86,277098.01,0.0,2024-10-07,PROC000147
B2G00001616,COMP000147,2024-10-01,Cleaning,532.35,277356.66,0.0,2024-11-07,PROC000147
B2G00001617,COMP000147,2024-11-01,Cleaning,531.52,276921.69,0.0,2024-12-07,PROC000147
B2G00001618,COMP000148,2024-01-01,Cleaning,10223.2,5326290.29,0.0,2024-02-07,PROC000148
B2G00001619,COMP000148,2024-02-01,Cleaning,10212.13,5320516.85,0.0,2024-03-07,PROC000148
B2G00001620,COMP000148,2024-03-01,Cleaning,10215.87,5322467.25,0.0,2024-04-07,PROC000148
B2G00001621,COMP000148,2024-04-01,Cleaning,10221.89,5325600.84,0.0,2024-05-07,PROC000148
B2G00001622,COMP000148,2024-05-01,Cleaning,10209.09,5318937.93,0.0,2024-06-07,PROC000148
B2G00001623,COMP000148,2024-06-01,Cleaning,10211.39,5320138.76,0.0,2024-07-07,PROC000148
B2G00001624,COMP000148,2024-07-01,Cleaning,10223.58,5326492.51,0.0,2024-08-07,PROC000148
B2G00001625,COMP000148,2024-08-01,Cleaning,10213.09,5321024.69,0.0,2024-09-07,PROC000148
B2G00001626,COMP000148,2024-09-01,Cleaning,10204.54,5316562.77,0.0,2024-10-07,PROC000148
B2G00001627,COMP000148,2024-10-01,Cleaning,10204.96,5316779.18,0.0,2024-11-07,PROC000148
B2G00001628,COMP000148,2024-11-01,Cleaning,10215.19,5322107.85,0.0,2024-12-07,PROC000148
B2G00001629,COMP000149,2024-01-01,Cleaning,5150.43,2683368.44,0.0,2024-02-07,PROC000149
B2G00001630,COMP000149,2024-02-01,Cleaning,5152.54,2684463.37,0.0,2024-03-07,PROC000149
B2G00001631,COMP000149,2024-03-01,Cleaning,5153.67,2685059.55,0.0,2024-04-07,PROC000149
B2G00001632,COMP000149,2024-04-01,Cleaning,5162.61,2689724.59,0.0,2024-05-07,PROC000149
B2G00001633,COMP000149,2024-05-01,Cleaning,5158.63,2687644.21,0.0,2024-06-07,PROC000149
B2G00001634,COMP000149,2024-06-01,Cleaning,5155.75,2686144.26,0.0,2024-07-07,PROC000149
B2G00001635,COMP000149,2024-07-01,Cleaning,5158.06,2687348.13,0.0,2024-08-07,PROC000149
B2G00001636,COMP000149,2024-08-01,Cleaning,5158.34,2687497.57,0.0,2024-09-07,PROC000149
B2G00001637,COMP000149,2024-09-01,Cleaning,5167.18,2692100.54,0.0,2024-10-07,PROC000149
B2G00001638,COMP000149,2024-10-01,Cleaning,5162.01,2689405.23,0.0,2024-11-07,PROC000149
B2G00001639,COMP000149,2024-11-01,Cleaning,5161.09,2688927.4,0.0,2024-12-07,PROC000149
B2G00001640,COMP000150,2024-01-01,Cleaning,1325.11,690381.21,0.0,2024-02-07,PROC000150
B2G00001641,COMP000150,2024-02-01,Cleaning,1329.55,692696.05,0.0,2024-03-07,PROC000150
B2G00001642,COMP000150,2024-03-01,Cleaning,1323.7,689648.79,0.0,2024-04-07,PROC000150
B2G00001643,COMP000150,2024-04-01,Cleaning,1326.62,691172.75,0.0,2024-05-07,PROC000150
B2G00001644,COMP000150,2024-05-01,Cleaning,1323.36,689469.87,0.0,2024-06-07,PROC000150
B2G00001645,COMP000150,2024-06-01,Cleaning,1327.3,691524.63,0.0,2024-07-07,PROC000150
B2G00001646,COMP000150,2024-07-01,Cleaning,1325.56,690618.08,0.0,2024-08-07,PROC000150
B2G00001647,COMP000150,2024-08-01,Cleaning,1324.58,690105.33,0.0,2024-09-07,PROC000150
B2G00001648,COMP000150,2024-09-01,Cleaning,1325.4,690536.29,0.0,2024-10-07,PROC000150
B2G00001649,COMP000150,2024-10-01,Cleaning,1328.09,691937.28,0.0,2024-11-07,PROC000150
B2G00001650,COMP000150,2024-11-01,Cleaning,1328.06,691918.82,0.0,2024-12-07,PROC000150
B2G00001651,COMP000151,2024-01-01,Cleaning,7932.74,4132949.08,0.0,2024-02-07,PROC000151
B2G00001652,COMP000151,2024-02-01,Cleaning,7929.68,4131367.25,0.0,2024-03-07,PROC000151
B2G00001653,COMP000151,2024-03-01,Cleaning,7941.11,4137322.93,0.0,2024-04-07,PROC000151
B2G00001654,COMP000151,2024-04-01,Cleaning,7936.76,4135060.16,0.0,2024-05-07,PROC000151
B2G00001655,COMP000151,2024-05-01,Cleaning,7940.39,4136938.56,0.0,2024-06-07,PROC000151
B2G00001656,COMP000151,2024-06-01,Cleaning,7936.92,4135138.72,0.0,2024-07-07,PROC000151
B2G00001657,COMP000151,2024-07-01,Cleaning,7929.64,4131347.75,0.0,2024-08-07,PROC000151
B2G00001658,COMP000151,2024-08-01,Cleaning,7929.24,4131133.08,0.0,2024-09-07,PROC000151
B2G00001659,COMP000151,2024-09-01,Cleaning,7929.16,4131096.34,0.0,2024-10-07,PROC000151
B2G00001660,COMP000151,2024-10-01,Cleaning,7937.17,4135260.24,0.0,2024-11-07,PROC000151
B2G00001661,COMP000151,2024-11-01,Cleaning,7937.7,4135534.45,0.0,2024-12-07,PROC000151
B2G00001662,COMP000152,2024-01-01,Cleaning,3623.08,1887625.03,0.0,2024-02-07,PROC000152
B2G00001663,COMP000152,2024-02-01,Cleaning,3627.3,1889820.96,0.0,2024-03-07,PROC000152
B2G00001664,COMP000152,2024-03-01,Cleaning,3626.34,1889321.91,0.0,2024-04-07,PROC000152
B2G00001665,COMP000152,2024-04-01,Cleaning,3627.16,1889753.0,0.0,2024-05-07,PROC000152
B2G00001666,COMP000152,2024-05-01,Cleaning,3629.8,1891124.04,0.0,2024-06-07,PROC000152
B2G00001667,COMP000152,2024-06-01,Cleaning,3627.44,1889897.04,0.0,2024-07-07,PROC000152
B2G00001668,COMP000152,2024-07-01,Cleaning,3628.4,1890398.54,0.0,2024-08-07,PROC000152
B2G00001669,COMP000152,2024-08-01,Cleaning,3625.16,1888703.36,0.0,2024-09-07,PROC000152
B2G00001670,COMP000152,2024-09-01,Cleaning,3619.59,1885802.96,0.0,2024-10-07,PROC000152
B2G00001671,COMP000152,2024-10-01,Cleaning,3627.26,1889797.97,0.0,2024-11-07,PROC000152
B2G00001672,COMP000152,2024-11-01,Cleaning,3627.02,1889678.43,0.0,2024-12-07,PROC000152
B2G00001673,COMP000153,2024-01-01,Cleaning,7360.63,3834879.89,0.0,2024-02-07,PROC000153
B2G00001674,COMP000153,2024-02-01,Cleaning,7354.78,3831841.52,0.0,2024-03-07,PROC000153
B2G00001675,COMP000153,2024-03-01,Cleaning,7351.71,3830249.79,0.0,2024-04-07,PROC000153
B2G00001676,COMP000153,2024-04-01,Cleaning,7350.52,3829612.88,0.0,2024-05-07,PROC000153
B2G00001677,COMP000153,2024-05-01,Cleaning,7348.93,3828788.5,0.0,2024-06-07,PROC000153
B2G00001678,COMP000153,2024-06-01,Cleaning,7351.21,3829972.93,0.0,2024-07-07,PROC000153
B2G00001679,COMP000153,2024-07-01,Cleaning,7358.45,3833746.38,0.0,2024-08-07,PROC000153
B2G00001680,COMP000153,2024-08-01,Cleaning,7355.16,3832038.38,0.0,2024-09-07,PROC000153
B2G00001681,COMP000153,2024-09-01,Cleaning,7360.89,3835018.6,0.0,2024-10-07,PROC000153
B2G00001682,COMP000153,2024-10-01,Cleaning,7355.56,3832252.76,0.0,2024-11-07,PROC000153
B2G00001683,COMP000153,2024-11-01,Cleaning,7351.65,3830214.28,0.0,2024-12-07,PROC000153
B2G00001684,COMP000154,2024-01-01,Cleaning,5099.82,2657005.03,0.0,2024-02-07,PROC000154
B2G00001685,COMP000154,2024-02-01,Cleaning,5095.5,2654761.79,0.0,2024-03-07,PROC000154
B2G00001686,COMP000154,2024-03-01,Cleaning,5101.11,2657677.6,0.0,2024-04-07,PROC000154
B2G00001687,COMP000154,2024-04-01,Cleaning,5100.4,2657307.38,0.0,2024-05-07,PROC000154
B2G00001688,COMP000154,2024-05-01,Cleaning,5092.24,2653054.86,0.0,2024-06-07,PROC000154
B2G00001689,COMP000154,2024-06-01,Cleaning,5101.46,2657862.06,0.0,2024-07-07,PROC000154
B2G00001690,COMP000154,2024-07-01,Cleaning,5098.68,2656410.83,0.0,2024-08-07,PROC000154
B2G00001691,COMP000154,2024-08-01,Cleaning,5096.8,2655429.19,0.0,2024-09-07,PROC000154
B2G00001692,COMP000154,2024-09-01,Cleaning,5101.21,2657727.32,0.0,2024-10-07,PROC000154
B2G00001693,COMP000154,2024-10-01,Cleaning,5099.02,2656586.19,0.0,2024-11-07,PROC000154
B2G00001694,COMP000154,2024-11-01,Cleaning,5098.04,2656076.31,0.0,2024-12-07,PROC000154
B2G00001695,COMP000155,2024-01-01,Cleaning,9262.04,4825523.95,0.0,2024-02-07,PROC000155
B2G00001696,COMP000155,2024-02-01,Cleaning,9270.71,4830045.68,0.0,2024-03-07,PROC000155
B2G00001697,COMP000155,2024-03-01,Cleaning,9259.45,4824173.45,0.0,2024-04-07,PROC000155
B2G00001698,COMP000155,2024-04-01,Cleaning,9264.15,4826628.03,0.0,2024-05-07,PROC000155
B2G00001699,COMP000155,2024-05-01,Cleaning,9262.73,4825879.73,0.0,2024-06-07,PROC000155
B2G00001700,COMP000155,2024-06-01,Cleaning,9265.49,4827324.51,0.0,2024-07-07,PROC000155
B2G00001701,COMP000155,2024-07-01,Cleaning,9267.83,4828540.53,0.0,2024-08-07,PROC000155
B2G00001702,COMP000155,2024-08-01,Cleaning,9261.2,4825090.92,0.0,2024-09-07,PROC000155
B2G00001703,COMP000155,2024-09-01,Cleaning,9265.02,4827069.84,0.0,2024-10-07,PROC000155
B2G00001704,COMP000155,2024-10-01,Cleaning,9263.95,4826528.67,0.0,2024-11-07,PROC000155
B2G00001705,COMP000155,2024-11-01,Cleaning,9260.39,4824669.68,0.0,2024-12-07,PROC000155
B2G00001706,COMP000156,2024-01-01,Cleaning,2689.5,1401225.03,0.0,2024-02-07,PROC000156
B2G00001707,COMP000156,2024-02-01,Cleaning,2688.61,1400764.94,0.0,2024-03-07,PROC000156
B2G00001708,COMP000156,2024-03-01,Cleaning,2686.65,1399746.07,0.0,2024-04-07,PROC000156
B2G00001709,COMP000156,2024-04-01,Cleaning,2683.32,1398011.95,0.0,2024-05-07,PROC000156
B2G00001710,COMP000156,2024-05-01,Cleaning,2684.03,1398380.16,0.0,2024-06-07,PROC000156
B2G00001711,COMP000156,2024-06-01,Cleaning,2685.84,1399318.72,0.0,2024-07-07,PROC000156
B2G00001712,COMP000156,2024-07-01,Cleaning,2691.74,1402398.94,0.0,2024-08-07,PROC000156
B2G00001713,COMP000156,2024-08-01,Cleaning,2685.07,1398920.06,0.0,2024-09-07,PROC000156
B2G00001714,COMP000156,2024-09-01,Cleaning,2681.92,1397283.79,0.0,2024-10-07,PROC000156
B2G00001715,COMP000156,2024-10-01,Cleaning,2691.7,1402377.97,0.0,2024-11-07,PROC000156
B2G00001716,COMP000156,2024-11-01,Cleaning,2680.58,1396579.82,0.0,2024-12-07,PROC000156
B2G00001717,COMP000157,2024-01-01,Cleaning,1195.35,622776.65,0.0,2024-02-07,PROC000157
B2G00001718,COMP000157,2024-02-01,Cleaning,1197.02,623651.39,0.0,2024-03-07,PROC000157
B2G00001719,COMP000157,2024-03-01,Cleaning,1198.9,624628.47,0.0,2024-04-07,PROC000157
B2G00001720,COMP000157,2024-04-01,Cleaning,1192.28,621177.38,0.0,2024-05-07,PROC000157
B2G00001721,COMP000157,2024-05-01,Cleaning,1195.71,622968.36,0.0,2024-06-07,PROC000157
B2G00001722,COMP000157,2024-06-01,Cleaning,1192.86,621480.61,0.0,2024-07-07,PROC000157
B2G00001723,COMP000157,2024-07-01,Cleaning,1196.53,623394.22,0.0,2024-08-07,PROC000157
B2G00001724,COMP000157,2024-08-01,Cleaning,1195.06,622627.99,0.0,2024-09-07,PROC000157
B2G00001725,COMP000157,2024-09-01,Cleaning,1194.77,622474.48,0.0,2024-10-07,PROC000157
B2G00001726,COMP000157,2024-10-01,Cleaning,1192.25,621167.55,0.0,2024-11-07,PROC000157
B2G00001727,COMP000157,2024-11-01,Cleaning,1195.54,622878.09,0.0,2024-12-07,PROC000157
B2G00001728,COMP000158,2024-01-01,Cleaning,9949.83,5183856.55,0.0,2024-02-07,PROC000158
B2G00001729,COMP000158,2024-02-01,Cleaning,9944.06,5180853.14,0.0,2024-03-07,PROC000158
B2G00001730,COMP000158,2024-03-01,Cleaning,9946.1,5181927.37,0.0,2024-04-07,PROC000158
B2G00001731,COMP000158,2024-04-01,Cleaning,9949.86,5183862.71,0.0,2024-05-07,PROC000158
B2G00001732,COMP000158,2024-05-01,Cleaning,9930.28,5173685.78,0.0,2024-06-07,PROC000158
B2G00001733,COMP000158,2024-06-01,Cleaning,9945.57,5181645.58,0.0,2024-07-07,PROC000158
B2G00001734,COMP000158,2024-07-01,Cleaning,9943.36,5180495.93,0.0,2024-08-07,PROC000158
B2G00001735,COMP000158,2024-08-01,Cleaning,9948.71,5183272.18,0.0,2024-09-07,PROC000158
B2G00001736,COMP000158,2024-09-01,Cleaning,9944.6,5181136.16,0.0,2024-10-07,PROC000158
B2G00001737,COMP000158,2024-10-01,Cleaning,9946.65,5182206.89,0.0,2024-11-07,PROC000158
B2G00001738,COMP000158,2024-11-01,Cleaning,9949.74,5183816.42,0.0,2024-12-07,PROC000158
B2G00001739,COMP000159,2024-01-01,Cleaning,3088.92,1609326.74,0.0,2024-02-07,PROC000159
B2G00001740,COMP000159,2024-02-01,Cleaning,3083.6,1606555.65,0.0,2024-03-07,PROC000159
B2G00001741,COMP000159,2024-03-01,Cleaning,3084.17,1606855.53,0.0,2024-04-07,PROC000159
B2G00001742,COMP000159,2024-04-01,Cleaning,3088.21,1608956.94,0.0,2024-05-07,PROC000159
B2G00001743,COMP000159,2024-05-01,Cleaning,3084.33,1606936.53,0.0,2024-06-07,PROC000159
B2G00001744,COMP000159,2024-06-01,Cleaning,3088.78,1609253.34,0.0,2024-07-07,PROC000159
B2G00001745,COMP000159,2024-07-01,Cleaning,3094.74,1612360.58,0.0,2024-08-07,PROC000159
B2G00001746,COMP000159,2024-08-01,Cleaning,3087.29,1608475.09,0.0,2024-09-07,PROC000159
B2G00001747,COMP000159,2024-09-01,Cleaning,3082.58,1606027.61,0.0,2024-10-07,PROC000159
B2G00001748,COMP000159,2024-10-01,Cleaning,3085.82,1607712.1,0.0,2024-11-07,PROC000159
B2G00001749,COMP000159,2024-11-01,Cleaning,3089.37,1609558.55,0.0,2024-12-07,PROC000159
B2G00001750,COMP000160,2024-01-01,Cleaning,5644.28,2940671.16,0.0,2024-02-07,PROC000160
B2G00001751,COMP000160,2024-02-01,Cleaning,5645.64,2941383.46,0.0,2024-03-07,PROC000160
B2G00001752,COMP000160,2024-03-01,Cleaning,5645.69,2941404.12,0.0,2024-04-07,PROC000160
B2G00001753,COMP000160,2024-04-01,Cleaning,5643.66,2940348.82,0.0,2024-05-07,PROC000160
B2G00001754,COMP000160,2024-05-01,Cleaning,5646.43,2941787.64,0.0,2024-06-07,PROC000160
B2G00001755,COMP000160,2024-06-01,Cleaning,5644.98,2941031.71,0.0,2024-07-07,PROC000160
B2G00001756,COMP000160,2024-07-01,Cleaning,5642.18,2939576.82,0.0,2024-08-07,PROC000160
B2G00001757,COMP000160,2024-08-01,Cleaning,5644.77,2940923.72,0.0,2024-09-07,PROC000160
B2G00001758,COMP000160,2024-09-01,Cleaning,5644.15,2940604.83,0.0,2024-10-07,PROC000160
B2G00001759,COMP000160,2024-10-01,Cleaning,5642.44,2939713.4,0.0,2024-11-07,PROC000160
B2G00001760,COMP000160,2024-11-01,Cleaning,5639.02,2937931.03,0.0,2024-12-07,PROC000160
B2G00001761,COMP000161,2024-01-01,Cleaning,7791.3,4059270.64,0.0,2024-02-07,PROC000161
B2G00001762,COMP000161,2024-02-01,Cleaning,7793.22,4060260.47,0.0,2024-03-07,PROC000161
B2G00001763,COMP000161,2024-03-01,Cleaning,7779.23,4052986.38,0.0,2024-04-07,PROC000161
B2G00001764,COMP000161,2024-04-01,Cleaning,7794.46,4060916.59,0.0,2024-05-07,PROC000161
B2G00001765,COMP000161,2024-05-01,Cleaning,7797.07,4062270.63,0.0,2024-06-07,PROC000161
B2G00001766,COMP000161,2024-06-01,Cleaning,7787.27,4057173.95,0.0,2024-07-07,PROC000161
B2G00001767,COMP000161,2024-07-01,Cleaning,7792.05,4059658.32,0.0,2024-08-07,PROC000161
B2G00001768,COMP000161,2024-08-01,Cleaning,7795.15,4061270.47,0.0,2024-09-07,PROC000161
B2G00001769,COMP000161,2024-09-01,Cleaning,7786.89,4056964.01,0.0,2024-10-07,PROC000161
B2G00001770,COMP000161,2024-10-01,Cleaning,7787.2,4057129.94,0.0,2024-11-07,PROC000161
B2G00001771,COMP000161,2024-11-01,Cleaning,7798.8,4063180.4,0.0,2024-12-07,PROC000161
B2G00001772,COMP000162,2024-01-01,Cleaning,3897.44,2030565.87,0.0,2024-02-07,PROC000162
B2G00001773,COMP000162,2024-02-01,Cleaning,3897.96,2030840.47,0.0,2024-03-07,PROC000162
B2G00001774,COMP000162,2024-03-01,Cleaning,3898.74,2031243.13,0.0,2024-04-07,PROC000162
B2G00001775,COMP000162,2024-04-01,Cleaning,3896.95,2030311.1,0.0,2024-05-07,PROC000162
B2G00001776,COMP000162,2024-05-01,Cleaning,3902.22,2033059.7,0.0,2024-06-07,PROC000162
B2G00001777,COMP000162,2024-06-01,Cleaning,3890.91,2027166.17,0.0,2024-07-07,PROC000162
B2G00001778,COMP000162,2024-07-01,Cleaning,3894.19,2028874.02,0.0,2024-08-07,PROC000162
B2G00001779,COMP000162,2024-08-01,Cleaning,3894.99,2029292.08,0.0,2024-09-07,PROC000162
B2G00001780,COMP000162,2024-09-01,Cleaning,3898.72,2031232.8,0.0,2024-10-07,PROC000162
B2G00001781,COMP000162,2024-10-01,Cleaning,3899.79,2031789.16,0.0,2024-11-07,PROC000162
B2G00001782,COMP000162,2024-11-01,Cleaning,3901.51,2032689.7,0.0,2024-12-07,PROC000162
B2G00001783,COMP000163,2024-01-01,Cleaning,1740.88,906996.81,0.0,2024-02-07,PROC000163
B2G00001784,COMP000163,2024-02-01,Cleaning,1743.7,908469.3,0.0,2024-03-07,PROC000163
B2G00001785,COMP000163,2024-03-01,Cleaning,1743.85,908544.77,0.0,2024-04-07,PROC000163
B2G00001786,COMP000163,2024-04-01,Cleaning,1744.72,908996.67,0.0,2024-05-07,PROC000163
B2G00001787,COMP000163,2024-05-01,Cleaning,1743.81,908523.3,0.0,2024-06-07,PROC000163
B2G00001788,COMP000163,2024-06-01,Cleaning,1747.36,910373.9,0.0,2024-07-07,PROC000163
B2G00001789,COMP000163,2024-07-01,Cleaning,1742.66,907928.11,0.0,2024-08-07,PROC000163
B2G00001790,COMP000163,2024-08-01,Cleaning,1749.66,911576.25,0.0,2024-09-07,PROC000163
B2G00001791,COMP000163,2024-09-01,Cleaning,1743.7,908465.96,0.0,2024-10-07,PROC000163
B2G00001792,COMP000163,2024-10-01,Cleaning,1742.61,907899.68,0.0,2024-11-07,PROC000163
B2G00001793,COMP000163,2024-11-01,Cleaning,1741.07,907093.25,0.0,2024-12-07,PROC000163
B2G00001794,COMP000164,2024-01-01,Cleaning,11561.15,6023359.17,0.0,2024-02-07,PROC000164
B2G00001795,COMP000164,2024-02-01,Cleaning,11566.3,6026046.57,0.0,2024-03-07,PROC000164
B2G00001796,COMP000164,2024-03-01,Cleaning,11561.37,6023479.74,0.0,2024-04-07,PROC000164
B2G00001797,COMP000164,2024-04-01,Cleaning,11572.35,6029192.57,0.0,2024-05-07,PROC000164
B2G00001798,COMP000164,2024-05-01,Cleaning,11562.51,6024062.71,0.0,2024-06-07,PROC000164
B2G00001799,COMP000164,2024-06-01,Cleaning,11563.44,6024550.37,0.0,2024-07-07,PROC000164
B2G00001800,COMP000164,2024-07-01,Cleaning,11561.56,6023581.34,0.0,2024-08-07,PROC000164
B2G00001801,COMP000164,2024-08-01,Cleaning,11553.48,6019362.34,0.0,2024-09-07,PROC000164
B2G00001802,COMP000164,2024-09-01,Cleaning,11560.12,6022827.97,0.0,2024-10-07,PROC000164
B2G00001803,COMP000164,2024-10-01,Cleaning,11555.62,6020474.07,0.0,2024-11-07,PROC000164
B2G00001804,COMP000164,2024-11-01,Cleaning,11560.28,6022910.3,0.0,2024-12-07,PROC000164
B2G00001805,COMP000165,2024-01-01,Cleaning,3089.79,1609778.57,0.0,2024-02-07,PROC000165
B2G00001806,COMP000165,2024-02-01,Cleaning,3087.87,1608777.09,0.0,2024-03-07,PROC000165
B2G00001807,COMP000165,2024-03-01,Cleaning,3081.92,1605685.7,0.0,2024-04-07,PROC000165
B2G00001808,COMP000165,2024-04-01,Cleaning,3080.68,1605034.4,0.0,2024-05-07,PROC000165
B2G00001809,COMP000165,2024-05-01,Cleaning,3087.06,1608358.25,0.0,2024-06-07,PROC000165
B2G00001810,COMP000165,2024-06-01,Cleaning,3090.72,1610263.81,0.0,2024-07-07,PROC000165
B2G00001811,COMP000165,2024-07-01,Cleaning,3087.34,1608503.49,0.0,2024-08-07,PROC000165
