InvoiceID,SupplierID,CompanyID,GoodsCode,Quantity,UnitPrice,TotalAmount,TotalAmountVAT,InvoiceDate
B2B00011338,SUPP_001,COMP000094,2005,24.181,34.4,831.84,207.96,2024-08-05
B2B00011339,SUPP_001,COMP000094,2104,37.859,43.83,1659.35,414.84,2024-08-05
B2B00011340,SUPP_001,COMP000094,2710,201.801,15.13,3053.24,763.31,2024-08-05
B2B00011341,SUPP_001,COMP000094,3923,15.205,21.47,326.44,81.61,2024-08-05
B2B00011342,SUPP_001,COMP000094,401,15.689,11.75,184.35,46.09,2024-09-02
B2B00011343,SUPP_001,COMP000094,702,19.3,34.2,660.07,165.02,2024-09-02
B2B00011344,SUPP_001,COMP000094,703,6.489,27.32,177.28,44.32,2024-09-02
B2B00011345,SUPP_001,COMP000094,1512,3.069,17.65,54.16,13.54,2024-09-02
B2B00011346,SUPP_001,COMP000094,1601,15.811,83.48,1319.86,329.96,2024-09-02
B2B00011347,SUPP_001,COMP000094,1602,46.328,117.6,5448.17,1362.04,2024-09-02
B2B00011348,SUPP_001,COMP000094,1901,30.307,24.47,741.61,185.4,2024-09-02
B2B00011349,SUPP_001,COMP000094,2005,25.0,34.4,860.02,215.0,2024-09-02
B2B00011350,SUPP_001,COMP000094,2104,36.117,43.83,1583.02,395.76,2024-09-02
B2B00011351,SUPP_001,COMP000094,2710,205.307,15.13,3106.29,776.57,2024-09-02
B2B00011352,SUPP_001,COMP000094,3923,16.162,21.47,347.0,86.75,2024-09-02
B2B00011353,SUPP_001,COMP000094,401,15.431,11.76,181.47,45.37,2024-10-07
B2B00011354,SUPP_001,COMP000094,702,18.955,34.34,650.9,162.72,2024-10-07
B2B00011355,SUPP_001,COMP000094,703,6.303,27.24,171.69,42.92,2024-10-07
B2B00011356,SUPP_001,COMP000094,1512,3.157,17.62,55.62,13.9,2024-10-07
B2B00011357,SUPP_001,COMP000094,1601,15.083,83.79,1263.8,315.95,2024-10-07
B2B00011358,SUPP_001,COMP000094,1602,47.125,117.92,5556.94,1389.24,2024-10-07
B2B00011359,SUPP_001,COMP000094,1901,29.617,24.53,726.49,181.62,2024-10-07
B2B00011360,SUPP_001,COMP000094,2005,23.668,34.31,812.04,203.01,2024-10-07
B2B00011361,SUPP_001,COMP000094,2104,35.644,43.85,1563.0,390.75,2024-10-07
B2B00011362,SUPP_001,COMP000094,2710,201.439,15.11,3043.75,760.94,2024-10-07
B2B00011363,SUPP_001,COMP000094,3923,15.035,21.43,322.2,80.55,2024-10-07
B2B00011364,SUPP_001,COMP000094,401,15.967,11.76,187.77,46.94,2024-11-04
B2B00011365,SUPP_001,COMP000094,702,19.025,34.34,653.32,163.33,2024-11-04
B2B00011366,SUPP_001,COMP000094,703,6.451,27.24,175.73,43.93,2024-11-04
B2B00011367,SUPP_001,COMP000094,1512,3.169,17.62,55.84,13.96,2024-11-04
B2B00011368,SUPP_001,COMP000094,1601,14.95,83.79,1252.69,313.17,2024-11-04
B2B00011369,SUPP_001,COMP000094,1602,46.391,117.92,5470.47,1367.62,2024-11-04
B2B00011370,SUPP_001,COMP000094,1901,31.374,24.53,769.61,192.4,2024-11-04
B2B00011371,SUPP_001,COMP000094,2005,23.91,34.31,820.37,205.09,2024-11-04
B2B00011372,SUPP_001,COMP000094,2104,38.345,43.85,1681.41,420.35,2024-11-04
B2B00011373,SUPP_001,COMP000094,2710,192.965,15.11,2915.7,728.92,2024-11-04
B2B00011374,SUPP_001,COMP000094,3923,15.95,21.43,341.82,85.46,2024-11-04
B2B00011375,SUPP_001,COMP000095,401,9.684,11.82,114.46,28.62,2024-01-01
B2B00011376,SUPP_001,COMP000095,702,10.916,34.48,376.37,94.09,2024-01-01
B2B00011377,SUPP_001,COMP000095,703,3.578,27.58,98.67,24.67,2024-01-01
B2B00011378,SUPP_001,COMP000095,1512,1.839,17.73,32.61,8.15,2024-01-01
B2B00011379,SUPP_001,COMP000095,1601,9.393,83.72,786.42,196.6,2024-01-01
B2B00011380,SUPP_001,COMP000095,1602,28.677,118.2,3389.66,847.42,2024-01-01
B2B00011381,SUPP_001,COMP000095,1901,17.959,24.62,442.14,110.54,2024-01-01
B2B00011382,SUPP_001,COMP000095,2005,15.475,34.48,533.57,133.39,2024-01-01
B2B00011383,SUPP_001,COMP000095,2104,21.651,44.32,959.57,239.89,2024-01-01
B2B00011384,SUPP_001,COMP000095,2710,119.854,15.27,1830.17,457.54,2024-01-01
B2B00011385,SUPP_001,COMP000095,3923,9.563,21.67,207.23,51.81,2024-01-01
B2B00011386,SUPP_001,COMP000095,401,9.091,11.82,107.46,26.86,2024-02-05
B2B00011387,SUPP_001,COMP000095,702,11.287,34.48,389.17,97.29,2024-02-05
B2B00011388,SUPP_001,COMP000095,703,3.598,27.58,99.23,24.81,2024-02-05
B2B00011389,SUPP_001,COMP000095,1512,1.916,17.73,33.98,8.49,2024-02-05
B2B00011390,SUPP_001,COMP000095,1601,9.025,83.72,755.57,188.89,2024-02-05
B2B00011391,SUPP_001,COMP000095,1602,28.679,118.2,3389.87,847.47,2024-02-05
B2B00011392,SUPP_001,COMP000095,1901,19.055,24.62,469.13,117.28,2024-02-05
B2B00011393,SUPP_001,COMP000095,2005,14.34,34.48,494.45,123.61,2024-02-05
B2B00011394,SUPP_001,COMP000095,2104,21.387,44.32,947.86,236.96,2024-02-05
B2B00011395,SUPP_001,COMP000095,2710,127.13,15.27,1941.28,485.32,2024-02-05
B2B00011396,SUPP_001,COMP000095,3923,9.453,21.67,204.84,51.21,2024-02-05
B2B00011397,SUPP_001,COMP000095,401,9.358,11.82,110.61,27.65,2024-03-04
B2B00011398,SUPP_001,COMP000095,702,11.17,34.48,385.15,96.29,2024-03-04
B2B00011399,SUPP_001,COMP000095,703,3.796,27.58,104.7,26.18,2024-03-04
B2B00011400,SUPP_001,COMP000095,1512,1.799,17.73,31.89,7.97,2024-03-04
B2B00011401,SUPP_001,COMP000095,1601,9.168,83.72,767.51,191.88,2024-03-04
B2B00011402,SUPP_001,COMP000095,1602,27.03,118.2,3194.92,798.73,2024-03-04
B2B00011403,SUPP_001,COMP000095,1901,17.858,24.62,439.66,109.92,2024-03-04
B2B00011404,SUPP_001,COMP000095,2005,15.489,34.48,534.04,133.51,2024-03-04
B2B00011405,SUPP_001,COMP000095,2104,22.142,44.32,981.33,245.33,2024-03-04
B2B00011406,SUPP_001,COMP000095,2710,119.243,15.27,1820.84,455.21,2024-03-04
B2B00011407,SUPP_001,COMP000095,3923,9.668,21.67,209.5,52.38,2024-03-04
B2B00011408,SUPP_001,COMP000095,401,9.017,11.82,106.58,26.64,2024-04-01
B2B00011409,SUPP_001,COMP000095,702,11.464,34.48,395.28,98.82,2024-04-01
B2B00011410,SUPP_001,COMP000095,703,3.646,27.58,100.55,25.14,2024-04-01
B2B00011411,SUPP_001,COMP000095,1512,1.934,17.73,34.28,8.57,2024-04-01
B2B00011412,SUPP_001,COMP000095,1601,9.444,83.72,790.64,197.66,2024-04-01
B2B00011413,SUPP_001,COMP000095,1602,27.513,118.2,3251.99,813.0,2024-04-01
B2B00011414,SUPP_001,COMP000095,1901,18.377,24.62,452.45,113.11,2024-04-01
B2B00011415,SUPP_001,COMP000095,2005,14.446,34.48,498.11,124.53,2024-04-01
B2B00011416,SUPP_001,COMP000095,2104,21.847,44.32,968.24,242.06,2024-04-01
B2B00011417,SUPP_001,COMP000095,2710,119.494,15.27,1824.67,456.17,2024-04-01
B2B00011418,SUPP_001,COMP000095,3923,9.291,21.67,201.34,50.34,2024-04-01
B2B00011419,SUPP_001,COMP000095,401,9.345,11.81,110.37,27.59,2024-05-06
B2B00011420,SUPP_001,COMP000095,702,11.408,34.43,392.79,98.2,2024-05-06
B2B00011421,SUPP_001,COMP000095,703,3.858,27.57,106.35,26.59,2024-05-06
B2B00011422,SUPP_001,COMP000095,1512,1.777,17.76,31.56,7.89,2024-05-06
B2B00011423,SUPP_001,COMP000095,1601,9.54,83.68,798.34,199.58,2024-05-06
B2B00011424,SUPP_001,COMP000095,1602,28.023,117.95,3305.27,826.32,2024-05-06
B2B00011425,SUPP_001,COMP000095,1901,19.147,24.64,471.78,117.94,2024-05-06
B2B00011426,SUPP_001,COMP000095,2005,14.749,34.48,508.54,127.14,2024-05-06
B2B00011427,SUPP_001,COMP000095,2104,23.338,44.26,1032.95,258.24,2024-05-06
B2B00011428,SUPP_001,COMP000095,2710,127.099,15.22,1934.44,483.61,2024-05-06
B2B00011429,SUPP_001,COMP000095,3923,9.685,21.64,209.58,52.4,2024-05-06
B2B00011430,SUPP_001,COMP000095,401,9.158,11.81,108.15,27.04,2024-06-03
B2B00011431,SUPP_001,COMP000095,702,11.692,34.43,402.55,100.64,2024-06-03
B2B00011432,SUPP_001,COMP000095,703,3.577,27.57,98.61,24.65,2024-06-03
B2B00011433,SUPP_001,COMP000095,1512,1.852,17.76,32.89,8.22,2024-06-03
B2B00011434,SUPP_001,COMP000095,1601,9.278,83.68,776.35,194.09,2024-06-03
B2B00011435,SUPP_001,COMP000095,1602,27.707,117.95,3268.02,817.0,2024-06-03
B2B00011436,SUPP_001,COMP000095,1901,17.844,24.64,439.67,109.92,2024-06-03
B2B00011437,SUPP_001,COMP000095,2005,14.977,34.48,516.41,129.1,2024-06-03
B2B00011438,SUPP_001,COMP000095,2104,22.785,44.26,1008.45,252.11,2024-06-03
B2B00011439,SUPP_001,COMP000095,2710,126.344,15.22,1922.96,480.74,2024-06-03
B2B00011440,SUPP_001,COMP000095,3923,9.617,21.64,208.12,52.03,2024-06-03
B2B00011441,SUPP_001,COMP000095,401,8.897,11.81,105.07,26.27,2024-07-01
B2B00011442,SUPP_001,COMP000095,702,11.421,34.43,393.23,98.31,2024-07-01
B2B00011443,SUPP_001,COMP000095,703,3.751,27.57,103.42,25.86,2024-07-01
B2B00011444,SUPP_001,COMP000095,1512,1.944,17.76,34.53,8.63,2024-07-01
B2B00011445,SUPP_001,COMP000095,1601,8.97,83.68,750.62,187.66,2024-07-01
B2B00011446,SUPP_001,COMP000095,1602,27.095,117.95,3195.87,798.97,2024-07-01
B2B00011447,SUPP_001,COMP000095,1901,19.446,24.64,479.16,119.79,2024-07-01
B2B00011448,SUPP_001,COMP000095,2005,14.73,34.48,507.89,126.97,2024-07-01
B2B00011449,SUPP_001,COMP000095,2104,22.353,44.26,989.32,247.33,2024-07-01
B2B00011450,SUPP_001,COMP000095,2710,123.907,15.22,1885.86,471.46,2024-07-01
B2B00011451,SUPP_001,COMP000095,3923,9.029,21.64,195.38,48.84,2024-07-01
B2B00011452,SUPP_001,COMP000095,401,9.065,11.82,107.15,26.79,2024-08-05
B2B00011453,SUPP_001,COMP000095,702,11.165,34.41,384.17,96.04,2024-08-05
B2B00011454,SUPP_001,COMP000095,703,3.84,27.49,105.57,26.39,2024-08-05
B2B00011455,SUPP_001,COMP000095,1512,1.932,17.76,34.31,8.58,2024-08-05
B2B00011456,SUPP_001,COMP000095,1601,9.086,83.99,763.1,190.78,2024-08-05
B2B00011457,SUPP_001,COMP000095,1602,27.362,118.32,3237.46,809.36,2024-08-05
B2B00011458,SUPP_001,COMP000095,1901,18.504,24.62,455.57,113.89,2024-08-05
B2B00011459,SUPP_001,COMP000095,2005,15.286,34.61,529.04,132.26,2024-08-05
B2B00011460,SUPP_001,COMP000095,2104,21.38,44.1,942.85,235.71,2024-08-05
B2B00011461,SUPP_001,COMP000095,2710,122.677,15.22,1867.14,466.78,2024-08-05
B2B00011462,SUPP_001,COMP000095,3923,9.202,21.6,198.76,49.69,2024-08-05
B2B00011463,SUPP_001,COMP000095,401,9.518,11.82,112.5,28.12,2024-09-02
B2B00011464,SUPP_001,COMP000095,702,10.937,34.41,376.34,94.08,2024-09-02
B2B00011465,SUPP_001,COMP000095,703,3.689,27.49,101.41,25.35,2024-09-02
B2B00011466,SUPP_001,COMP000095,1512,1.777,17.76,31.56,7.89,2024-09-02
B2B00011467,SUPP_001,COMP000095,1601,9.31,83.99,781.97,195.49,2024-09-02
B2B00011468,SUPP_001,COMP000095,1602,27.628,118.32,3268.95,817.24,2024-09-02
B2B00011469,SUPP_001,COMP000095,1901,18.164,24.62,447.21,111.8,2024-09-02
B2B00011470,SUPP_001,COMP000095,2005,14.559,34.61,503.89,125.97,2024-09-02
B2B00011471,SUPP_001,COMP000095,2104,21.875,44.1,964.67,241.17,2024-09-02
B2B00011472,SUPP_001,COMP000095,2710,123.998,15.22,1887.24,471.81,2024-09-02
B2B00011473,SUPP_001,COMP000095,3923,9.594,21.6,207.24,51.81,2024-09-02
B2B00011474,SUPP_001,COMP000095,401,9.529,11.83,112.72,28.18,2024-10-07
B2B00011475,SUPP_001,COMP000095,702,11.521,34.55,398.04,99.51,2024-10-07
B2B00011476,SUPP_001,COMP000095,703,3.686,27.4,100.99,25.25,2024-10-07
B2B00011477,SUPP_001,COMP000095,1512,1.893,17.73,33.55,8.39,2024-10-07
B2B00011478,SUPP_001,COMP000095,1601,9.721,84.31,819.56,204.89,2024-10-07
B2B00011479,SUPP_001,COMP000095,1602,28.172,118.64,3342.36,835.59,2024-10-07
B2B00011480,SUPP_001,COMP000095,1901,18.864,24.68,465.57,116.39,2024-10-07
B2B00011481,SUPP_001,COMP000095,2005,14.94,34.52,515.73,128.93,2024-10-07
B2B00011482,SUPP_001,COMP000095,2104,21.568,44.12,951.6,237.9,2024-10-07
B2B00011483,SUPP_001,COMP000095,2710,121.29,15.2,1843.61,460.9,2024-10-07
B2B00011484,SUPP_001,COMP000095,3923,9.488,21.56,204.57,51.14,2024-10-07
B2B00011485,SUPP_001,COMP000095,401,9.59,11.83,113.45,28.36,2024-11-04
B2B00011486,SUPP_001,COMP000095,702,10.685,34.55,369.18,92.3,2024-11-04
B2B00011487,SUPP_001,COMP000095,703,3.563,27.4,97.62,24.4,2024-11-04
B2B00011488,SUPP_001,COMP000095,1512,1.851,17.73,32.81,8.2,2024-11-04
B2B00011489,SUPP_001,COMP000095,1601,9.254,84.31,780.16,195.04,2024-11-04
B2B00011490,SUPP_001,COMP000095,1602,27.764,118.64,3293.92,823.48,2024-11-04
B2B00011491,SUPP_001,COMP000095,1901,18.79,24.68,463.73,115.93,2024-11-04
B2B00011492,SUPP_001,COMP000095,2005,14.973,34.52,516.87,129.22,2024-11-04
B2B00011493,SUPP_001,COMP000095,2104,23.066,44.12,1017.65,254.41,2024-11-04
B2B00011494,SUPP_001,COMP000095,2710,118.786,15.2,1805.55,451.39,2024-11-04
B2B00011495,SUPP_001,COMP000095,3923,9.641,21.56,207.87,51.97,2024-11-04
B2B00011496,SUPP_001,COMP000096,401,38.556,12.19,470.0,117.5,2024-01-01
B2B00011497,SUPP_001,COMP000096,702,48.282,35.56,1716.91,429.23,2024-01-01
B2B00011498,SUPP_001,COMP000096,703,15.885,28.45,451.92,112.98,2024-01-01
B2B00011499,SUPP_001,COMP000096,1512,7.699,18.29,140.81,35.2,2024-01-01
B2B00011500,SUPP_001,COMP000096,1601,39.002,86.36,3368.22,842.06,2024-01-01
B2B00011501,SUPP_001,COMP000096,1602,115.697,121.92,14105.83,3526.46,2024-01-01
B2B00011502,SUPP_001,COMP000096,1901,80.788,25.4,2052.01,513.0,2024-01-01
B2B00011503,SUPP_001,COMP000096,2005,60.754,35.56,2160.41,540.1,2024-01-01
B2B00011504,SUPP_001,COMP000096,2104,95.363,45.72,4360.0,1090.0,2024-01-01
B2B00011505,SUPP_001,COMP000096,2710,515.567,15.75,8120.18,2030.04,2024-01-01
B2B00011506,SUPP_001,COMP000096,3923,38.247,22.35,854.81,213.7,2024-01-01
B2B00011507,SUPP_001,COMP000096,401,37.157,12.19,452.94,113.24,2024-02-05
B2B00011508,SUPP_001,COMP000096,702,46.638,35.56,1658.44,414.61,2024-02-05
B2B00011509,SUPP_001,COMP000096,703,16.17,28.45,460.04,115.01,2024-02-05
B2B00011510,SUPP_001,COMP000096,1512,7.523,18.29,137.6,34.4,2024-02-05
B2B00011511,SUPP_001,COMP000096,1601,39.179,86.36,3383.52,845.88,2024-02-05
B2B00011512,SUPP_001,COMP000096,1602,116.823,121.92,14243.03,3560.76,2024-02-05
B2B00011513,SUPP_001,COMP000096,1901,75.299,25.4,1912.59,478.15,2024-02-05
B2B00011514,SUPP_001,COMP000096,2005,60.804,35.56,2162.17,540.54,2024-02-05
B2B00011515,SUPP_001,COMP000096,2104,97.109,45.72,4439.81,1109.95,2024-02-05
B2B00011516,SUPP_001,COMP000096,2710,492.937,15.75,7763.76,1940.94,2024-02-05
B2B00011517,SUPP_001,COMP000096,3923,37.881,22.35,846.65,211.66,2024-02-05
B2B00011518,SUPP_001,COMP000096,401,38.816,12.19,473.16,118.29,2024-03-04
B2B00011519,SUPP_001,COMP000096,702,47.63,35.56,1693.72,423.43,2024-03-04
B2B00011520,SUPP_001,COMP000096,703,15.048,28.45,428.13,107.03,2024-03-04
B2B00011521,SUPP_001,COMP000096,1512,7.969,18.29,145.75,36.44,2024-03-04
B2B00011522,SUPP_001,COMP000096,1601,37.538,86.36,3241.78,810.44,2024-03-04
B2B00011523,SUPP_001,COMP000096,1602,112.335,121.92,13695.87,3423.97,2024-03-04
B2B00011524,SUPP_001,COMP000096,1901,75.14,25.4,1908.55,477.14,2024-03-04
B2B00011525,SUPP_001,COMP000096,2005,60.493,35.56,2151.13,537.78,2024-03-04
B2B00011526,SUPP_001,COMP000096,2104,97.303,45.72,4448.68,1112.17,2024-03-04
B2B00011527,SUPP_001,COMP000096,2710,498.879,15.75,7857.34,1964.34,2024-03-04
B2B00011528,SUPP_001,COMP000096,3923,38.891,22.35,869.22,217.3,2024-03-04
B2B00011529,SUPP_001,COMP000096,401,40.02,12.19,487.84,121.96,2024-04-01
B2B00011530,SUPP_001,COMP000096,702,47.234,35.56,1679.65,419.91,2024-04-01
B2B00011531,SUPP_001,COMP000096,703,15.832,28.45,450.42,112.6,2024-04-01
B2B00011532,SUPP_001,COMP000096,1512,8.139,18.29,148.86,37.22,2024-04-01
B2B00011533,SUPP_001,COMP000096,1601,39.703,86.36,3428.75,857.19,2024-04-01
B2B00011534,SUPP_001,COMP000096,1602,118.499,121.92,14447.41,3611.85,2024-04-01
B2B00011535,SUPP_001,COMP000096,1901,77.699,25.4,1973.55,493.39,2024-04-01
B2B00011536,SUPP_001,COMP000096,2005,65.098,35.56,2314.89,578.72,2024-04-01
B2B00011537,SUPP_001,COMP000096,2104,96.021,45.72,4390.06,1097.52,2024-04-01
B2B00011538,SUPP_001,COMP000096,2710,491.918,15.75,7747.71,1936.93,2024-04-01
B2B00011539,SUPP_001,COMP000096,3923,39.149,22.35,874.98,218.74,2024-04-01
B2B00011540,SUPP_001,COMP000096,401,38.576,12.18,469.86,117.46,2024-05-06
B2B00011541,SUPP_001,COMP000096,702,46.741,35.51,1659.77,414.94,2024-05-06
B2B00011542,SUPP_001,COMP000096,703,14.84,28.44,422.04,105.51,2024-05-06
B2B00011543,SUPP_001,COMP000096,1512,7.57,18.32,138.67,34.67,2024-05-06
B2B00011544,SUPP_001,COMP000096,1601,37.992,86.31,3279.06,819.76,2024-05-06
B2B00011545,SUPP_001,COMP000096,1602,118.621,121.67,14432.65,3608.16,2024-05-06
B2B00011546,SUPP_001,COMP000096,1901,76.721,25.42,1950.24,487.56,2024-05-06
B2B00011547,SUPP_001,COMP000096,2005,59.563,35.57,2118.64,529.66,2024-05-06
B2B00011548,SUPP_001,COMP000096,2104,96.86,45.65,4421.67,1105.42,2024-05-06
B2B00011549,SUPP_001,COMP000096,2710,525.096,15.7,8244.0,2061.0,2024-05-06
B2B00011550,SUPP_001,COMP000096,3923,40.544,22.32,904.95,226.24,2024-05-06
B2B00011551,SUPP_001,COMP000096,401,38.996,12.18,474.97,118.74,2024-06-03
B2B00011552,SUPP_001,COMP000096,702,46.255,35.51,1642.5,410.62,2024-06-03
B2B00011553,SUPP_001,COMP000096,703,15.155,28.44,431.02,107.76,2024-06-03
B2B00011554,SUPP_001,COMP000096,1512,7.707,18.32,141.19,35.3,2024-06-03
B2B00011555,SUPP_001,COMP000096,1601,37.7,86.31,3253.89,813.47,2024-06-03
B2B00011556,SUPP_001,COMP000096,1602,117.36,121.67,14279.14,3569.78,2024-06-03
B2B00011557,SUPP_001,COMP000096,1901,79.857,25.42,2029.95,507.49,2024-06-03
B2B00011558,SUPP_001,COMP000096,2005,62.141,35.57,2210.34,552.58,2024-06-03
B2B00011559,SUPP_001,COMP000096,2104,94.017,45.65,4291.86,1072.96,2024-06-03
B2B00011560,SUPP_001,COMP000096,2710,526.989,15.7,8273.73,2068.43,2024-06-03
B2B00011561,SUPP_001,COMP000096,3923,40.501,22.32,903.97,225.99,2024-06-03
B2B00011562,SUPP_001,COMP000096,401,37.488,12.18,456.61,114.15,2024-07-01
B2B00011563,SUPP_001,COMP000096,702,44.611,35.51,1584.14,396.04,2024-07-01
B2B00011564,SUPP_001,COMP000096,703,15.214,28.44,432.68,108.17,2024-07-01
B2B00011565,SUPP_001,COMP000096,1512,7.726,18.32,141.54,35.38,2024-07-01
B2B00011566,SUPP_001,COMP000096,1601,38.169,86.31,3294.35,823.59,2024-07-01
B2B00011567,SUPP_001,COMP000096,1602,117.112,121.67,14249.01,3562.25,2024-07-01
B2B00011568,SUPP_001,COMP000096,1901,75.154,25.42,1910.42,477.6,2024-07-01
B2B00011569,SUPP_001,COMP000096,2005,63.714,35.57,2266.32,566.58,2024-07-01
B2B00011570,SUPP_001,COMP000096,2104,90.448,45.65,4128.95,1032.24,2024-07-01
B2B00011571,SUPP_001,COMP000096,2710,490.33,15.7,7698.18,1924.54,2024-07-01
B2B00011572,SUPP_001,COMP000096,3923,39.278,22.32,876.69,219.17,2024-07-01
B2B00011573,SUPP_001,COMP000096,401,40.457,12.19,493.17,123.29,2024-08-05
B2B00011574,SUPP_001,COMP000096,702,47.332,35.49,1679.8,419.95,2024-08-05
B2B00011575,SUPP_001,COMP000096,703,15.023,28.36,426.06,106.52,2024-08-05
B2B00011576,SUPP_001,COMP000096,1512,8.025,18.32,147.02,36.76,2024-08-05
B2B00011577,SUPP_001,COMP000096,1601,39.575,86.63,3428.41,857.1,2024-08-05
B2B00011578,SUPP_001,COMP000096,1602,113.621,122.04,13866.33,3466.58,2024-08-05
B2B00011579,SUPP_001,COMP000096,1901,76.209,25.39,1934.94,483.74,2024-08-05
B2B00011580,SUPP_001,COMP000096,2005,64.182,35.7,2291.29,572.82,2024-08-05
B2B00011581,SUPP_001,COMP000096,2104,96.241,45.49,4378.0,1094.5,2024-08-05
B2B00011582,SUPP_001,COMP000096,2710,517.523,15.7,8125.11,2031.28,2024-08-05
B2B00011583,SUPP_001,COMP000096,3923,38.739,22.28,863.1,215.78,2024-08-05
B2B00011584,SUPP_001,COMP000096,401,39.97,12.19,487.23,121.81,2024-09-02
B2B00011585,SUPP_001,COMP000096,702,48.59,35.49,1724.45,431.11,2024-09-02
B2B00011586,SUPP_001,COMP000096,703,15.187,28.36,430.7,107.68,2024-09-02
B2B00011587,SUPP_001,COMP000096,1512,7.854,18.32,143.88,35.97,2024-09-02
B2B00011588,SUPP_001,COMP000096,1601,37.59,86.63,3256.43,814.11,2024-09-02
B2B00011589,SUPP_001,COMP000096,1602,111.9,122.04,13656.23,3414.06,2024-09-02
B2B00011590,SUPP_001,COMP000096,1901,75.167,25.39,1908.49,477.12,2024-09-02
B2B00011591,SUPP_001,COMP000096,2005,59.583,35.7,2127.12,531.78,2024-09-02
B2B00011592,SUPP_001,COMP000096,2104,95.539,45.49,4346.05,1086.51,2024-09-02
B2B00011593,SUPP_001,COMP000096,2710,503.186,15.7,7900.01,1975.0,2024-09-02
B2B00011594,SUPP_001,COMP000096,3923,38.275,22.28,852.77,213.19,2024-09-02
B2B00011595,SUPP_001,COMP000096,401,37.789,12.2,461.03,115.26,2024-10-07
B2B00011596,SUPP_001,COMP000096,702,46.287,35.64,1649.65,412.41,2024-10-07
B2B00011597,SUPP_001,COMP000096,703,14.997,28.27,423.97,105.99,2024-10-07
B2B00011598,SUPP_001,COMP000096,1512,8.089,18.29,147.95,36.99,2024-10-07
B2B00011599,SUPP_001,COMP000096,1601,38.298,86.96,3330.36,832.59,2024-10-07
B2B00011600,SUPP_001,COMP000096,1602,119.903,122.38,14673.71,3668.43,2024-10-07
B2B00011601,SUPP_001,COMP000096,1901,80.4,25.46,2046.98,511.74,2024-10-07
B2B00011602,SUPP_001,COMP000096,2005,62.821,35.61,2237.05,559.26,2024-10-07
B2B00011603,SUPP_001,COMP000096,2104,93.322,45.51,4247.1,1061.78,2024-10-07
B2B00011604,SUPP_001,COMP000096,2710,521.312,15.68,8174.17,2043.54,2024-10-07
B2B00011605,SUPP_001,COMP000096,3923,40.371,22.24,897.85,224.46,2024-10-07
B2B00011606,SUPP_001,COMP000096,401,37.431,12.2,456.65,114.16,2024-11-04
B2B00011607,SUPP_001,COMP000096,702,44.66,35.64,1591.67,397.92,2024-11-04
B2B00011608,SUPP_001,COMP000096,703,15.965,28.27,451.32,112.83,2024-11-04
B2B00011609,SUPP_001,COMP000096,1512,7.481,18.29,136.82,34.2,2024-11-04
B2B00011610,SUPP_001,COMP000096,1601,40.245,86.96,3499.66,874.92,2024-11-04
B2B00011611,SUPP_001,COMP000096,1602,110.757,122.38,13554.39,3388.6,2024-11-04
B2B00011612,SUPP_001,COMP000096,1901,80.214,25.46,2042.26,510.56,2024-11-04
B2B00011613,SUPP_001,COMP000096,2005,59.263,35.61,2110.35,527.59,2024-11-04
B2B00011614,SUPP_001,COMP000096,2104,92.165,45.51,4194.42,1048.6,2024-11-04
B2B00011615,SUPP_001,COMP000096,2710,515.288,15.68,8079.72,2019.93,2024-11-04
B2B00011616,SUPP_001,COMP000096,3923,39.48,22.24,878.04,219.51,2024-11-04
B2B00011617,SUPP_001,COMP000097,401,7.745,11.96,92.64,23.16,2024-01-01
B2B00011618,SUPP_001,COMP000097,702,9.602,34.9,335.11,83.78,2024-01-01
B2B00011619,SUPP_001,COMP000097,703,3.215,27.92,89.76,22.44,2024-01-01
B2B00011620,SUPP_001,COMP000097,1512,1.57,17.95,28.18,7.04,2024-01-01
B2B00011621,SUPP_001,COMP000097,1601,7.988,84.74,676.92,169.23,2024-01-01
B2B00011622,SUPP_001,COMP000097,1602,22.309,119.64,2669.04,667.26,2024-01-01
B2B00011623,SUPP_001,COMP000097,1901,15.62,24.92,389.25,97.31,2024-01-01
B2B00011624,SUPP_001,COMP000097,2005,12.418,34.9,433.37,108.34,2024-01-01
B2B00011625,SUPP_001,COMP000097,2104,18.004,44.86,807.64,201.91,2024-01-01
B2B00011626,SUPP_001,COMP000097,2710,103.641,15.45,1601.26,400.32,2024-01-01
B2B00011627,SUPP_001,COMP000097,3923,7.443,21.93,163.23,40.81,2024-01-01
B2B00011628,SUPP_001,COMP000097,401,8.131,11.96,97.24,24.31,2024-02-05
B2B00011629,SUPP_001,COMP000097,702,9.137,34.9,318.87,79.72,2024-02-05
B2B00011630,SUPP_001,COMP000097,703,2.98,27.92,83.21,20.8,2024-02-05
B2B00011631,SUPP_001,COMP000097,1512,1.587,17.95,28.48,7.12,2024-02-05
B2B00011632,SUPP_001,COMP000097,1601,8.009,84.74,678.64,169.66,2024-02-05
B2B00011633,SUPP_001,COMP000097,1602,22.253,119.64,2662.35,665.59,2024-02-05
B2B00011634,SUPP_001,COMP000097,1901,16.064,24.92,400.33,100.08,2024-02-05
B2B00011635,SUPP_001,COMP000097,2005,12.574,34.9,438.85,109.71,2024-02-05
B2B00011636,SUPP_001,COMP000097,2104,18.879,44.86,846.91,211.73,2024-02-05
B2B00011637,SUPP_001,COMP000097,2710,96.374,15.45,1488.98,372.24,2024-02-05
B2B00011638,SUPP_001,COMP000097,3923,7.885,21.93,172.93,43.23,2024-02-05
